"('Oferta biura nieruchomości',)","('Stary Mokotów; balkon; dwustronne',)","('Warszawa, Mokotów, Górny Mokotów',)","('580000',)","('8694',)","('66,71',)","('3',)","('wtórny',)","('blok',)","('5',)","('Brak danych',)","('Brak danych',)","('1960',)",spółdzielcze wł. z KW
"('Oferta biura nieruchomości',)","('Penthouse Stary Mokotów',)","('Warszawa, Mokotów, Boryszewska',)","('3950000',)","('18990',)","('208',)","('6',)","('wtórny',)","('apartamentowiec',)","('5',)","('5',)","('cegła',)","('2013',)",pełna własność
"('Oferta biura nieruchomości',)","('Trzypokojowe mieszkanie ul. Ostródzka, Białołęka',)","('Warszawa, Białołęka',)","('555000',)","('7929',)","('70',)","('3',)","('wtórny',)","('apartamentowiec',)","('2',)","('2',)","('cegła',)","('2009',)",pełna własność
"('Oferta biura nieruchomości',)","('Luksusowy Apartament na Żoliborzu',)","('Warszawa, Żoliborz, Barszczewska',)","('1750000',)","('14800',)","('118,24',)","('4',)","('wtórny',)","('apartamentowiec',)","('9',)","('13',)","('Brak danych',)","('2010',)",pełna własność
"('Oferta prywatna',)","('Ogrodowa 32A, Śródmieście/Mirów rozkładowe 2003',)","('Warszawa, Wola, Mirów, ul. Ogrodowa 32A',)","('675000',)","('12981',)","('52',)","('2',)","('wtórny',)","('apartamentowiec',)","('8',)","('10',)","('cegła',)","('2003',)",spółdzielcze wł. z KW
"('Oferta biura nieruchomości',)","('Tętniące życie Stolicy tuz pod progiem.',)","('Warszawa, Śródmieście',)","('890000',)","('12094',)","('73,59',)","('2',)","('wtórny',)","('kamienica',)","('8',)","('9',)","('cegła',)","('1952',)",pełna własność
"('Oferta biura nieruchomości',)","('Inwestycja w pobliżu Galerii Mokotów',)","('Warszawa, Mokotów',)","('960000',)","('13927',)","('68,93',)","('4',)","('wtórny',)","('kamienica',)","('parter',)","('5',)","('cegła',)","('2017',)",pełna własność
"('Oferta biura nieruchomości',)","('Doskonała lokata kapitału - Wyjątkowa lokalizacja',)","('Warszawa, Śródmieście, Nowe Miasto',)","('850000',)","('17322',)","('49,07',)","('2',)","('wtórny',)","('blok',)","('parter',)","('2',)","('cegła',)","('1950',)",pełna własność
"('Oferta biura nieruchomości',)","('Rozkładowe 3 pokoje z balkonem',)","('Warszawa, Żoliborz',)","('890000',)","('13160',)","('67,63',)","('3',)","('wtórny',)","('blok',)","('2',)","('5',)","('Brak danych',)","('2015',)",pełna własność
"('Oferta biura nieruchomości',)","('Belgradzka/Rosoła 4 /5 pok, komórka metro',)","('Warszawa, Ursynów, ul. Belgradzka',)","('1098000',)","('8784',)","('125',)","('4',)","('wtórny',)","('blok',)","('2',)","('7',)","('cegła',)","('Brak danych',)",pełna własność
"('Oferta biura nieruchomości',)","('Okazja na Żoliborzu.',)","('Warszawa, Żoliborz',)","('1600000',)","('10127',)","('158',)","('5',)","('wtórny',)","('apartamentowiec',)","('10',)","('10',)","('żelbet',)","('2006',)",Brak danych
"('Oferta biura nieruchomości',)","('4 pokoje- Stary Wilnów',)","('Warszawa, Wilanów, Stanisława Lentza',)","('645000',)","('8257',)","('78,12',)","('4',)","('wtórny',)","('Brak danych',)","('3',)","('8',)","('Brak danych',)","('1991',)",Brak danych
"('Oferta prywatna',)","('Mokotow Mordor 70.6m2 + Loggia Konstruktorska 10',)","('Warszawa, Mokotów, ul. Konstruktorska',)","('799999',)","('11331',)","('70,60',)","('3',)","('wtórny',)","('blok',)","('1',)","('9',)","('żelbet',)","('2014',)",pełna własność
"('Oferta prywatna',)","('Wyjątkowy Apartament 108 m2 przy PL. ZBAWICIELA !!',)","('Warszawa, Centrum, al. Aleja Wyzwolenia 3/5',)","('1390000',)","('12870',)","('108',)","('3',)","('wtórny',)","('kamienica',)","('8',)","('8',)","('cegła',)","('2013',)",pełna własność
"('Oferta prywatna',)","('2-pokoje 44m2 Odolany /Jana Kazimierza- REZERWACJA',)","('Warszawa, Wola, ul. Jana Kazimierza',)","('520000',)","('11818',)","('44',)","('2',)","('wtórny',)","('blok',)","('1',)","('6',)","('żelbet',)","('2016',)",pełna własność
"('Oferta prywatna',)","('4 pokoje! Piękne! Górce! Metro',)","('Warszawa, Bemowo, Górce, ul. Dębicka',)","('658000',)","('9676',)","('68',)","('4',)","('wtórny',)","('blok',)","('2',)","('8',)","('cegła',)","('11996',)",spółdzielcze wł. z KW
"('Oferta biura nieruchomości',)","('Idealne na wynajem inwestycyjny i do zamieszkania',)","('Warszawa, Wola, Muranów, Niska',)","('640000',)","('11429',)","('56',)","('3',)","('wtórny',)","('blok',)","('3',)","('3',)","('cegła',)","('1962',)",spółdzielcze wł. z KW
"('Oferta prywatna',)","('Centrum Żoliborz Kawalerka metro',)","('Warszawa, Żoliborz, Stary Żoliborz',)","('340000',)","('13600',)","('25',)","('1',)","('wtórny',)","('blok',)","('4',)","('10',)","('Brak danych',)","('1968',)",spółdzielcze własnościowe
"('Oferta biura nieruchomości',)","('4 Pokojowy Apartament Na Woli Z Piękny Widokiem!!!',)","('Warszawa, Wola',)","('1069640',)","('12998',)","('82,29',)","('4',)","('pierwotny',)","('apartamentowiec',)","('> 10',)","('27',)","('Brak danych',)","('2021',)",pełna własność
"('Oferta prywatna',)","('Przestronne mieszkanie o pow. 72 m2 ul. Igańska',)","('Warszawa, Praga-Południe, ul. Igańska',)","('575000',)","('7986',)","('72',)","('3',)","('wtórny',)","('Brak danych',)","('7',)","('13',)","('cegła',)","('1982',)",spółdzielcze wł. z KW
"('Oferta prywatna',)","('Penthouse Wilanów - BEZPOŚREDNIO',)","('Warszawa, Wilanów, ul. Sarmacka',)","('1455000',)","('13990',)","('104',)","('4',)","('pierwotny',)","('blok',)","('4',)","('4',)","('cegła',)","('2018',)",pełna własność
"('Oferta biura nieruchomości',)","('Duże okna / Balkon/ Park/ Do centrum 17 min.',)","('Warszawa, Praga-Południe, Gocław, Marsa',)","('474000',)","('8434',)","('56,20',)","('3',)","('pierwotny',)","('Brak danych',)","('5',)","('Brak danych',)","('silikat',)","('2019',)",pełna własność
"('Oferta biura nieruchomości',)","('Dla rodziny/ Balkon/ Park/ Do centrum 17 min.',)","('Warszawa, Praga-Południe, Gocław, Marsa',)","('580700',)","('7651',)","('75,90',)","('4',)","('pierwotny',)","('Brak danych',)","('1',)","('Brak danych',)","('silikat',)","('2019',)",pełna własność
"('Oferta biura nieruchomości',)","('Słoneczne/ Balkon/ Park/ Do centrum 17 min.',)","('Warszawa, Praga-Południe, Gocław, Marsa',)","('353900',)","('7998',)","('44,25',)","('2',)","('pierwotny',)","('Brak danych',)","('1',)","('Brak danych',)","('silikat',)","('2019',)",pełna własność
"('Oferta biura nieruchomości',)","('4-pokojowe, 2 balkony, garaż, Bielany',)","('Warszawa, Bielany, Zgrupowania AK Żmija',)","('890000',)","('7672',)","('116',)","('4',)","('wtórny',)","('blok',)","('1',)","('4',)","('cegła',)","('2000',)",Brak danych
"('Oferta biura nieruchomości',)","('3-pokojowe, loggia, 2 garaże, Bemowo',)","('Warszawa, Bemowo, gen. Tadeusza Pełczyńskiego',)","('699000',)","('9446',)","('74',)","('3',)","('wtórny',)","('blok',)","('4',)","('4',)","('żelbet',)","('2001',)",pełna własność
"('Oferta prywatna',)","('Sprzedam kawalerkę w super lokalizacji',)","('Warszawa, Bielany, ul. Jana Kochanowskiego',)","('305000',)","('11172',)","('27,30',)","('1',)","('wtórny',)","('blok',)","('parter',)","('10',)","('wielka płyta',)","('1980',)",spółdzielcze własnościowe
"('Oferta biura nieruchomości',)","('Bez prowizji 2 pokoje z pięknym widokiem Sadyba',)","('Warszawa, Mokotów, Dolny Mokotów',)","('459000',)","('12750',)","('36',)","('2',)","('wtórny',)","('blok',)","('7',)","('12',)","('Brak danych',)","('Brak danych',)",pełna własność
"('Oferta prywatna',)","('Mieszkanie z potencjałem, które czeka na Ciebie',)","('Warszawa, Praga-Południe, ul. Mlądzka',)","('680000',)","('7556',)","('90',)","('3',)","('wtórny',)","('apartamentowiec',)","('5',)","('5',)","('Brak danych',)","('Brak danych',)",pełna własność
"('Oferta prywatna',)","('Piękny apartament w świetnej lokalizacji!!!',)","('Warszawa, Śródmieście',)","('590000',)","('17101',)","('34,50',)","('2',)","('wtórny',)","('kamienica',)","('5',)","('5',)","('cegła',)","('1955',)",pełna własność
"('Oferta prywatna',)","('Sprz. bezpośrednio nowe 2-pok. miesz. w apartamen.',)","('Warszawa, Mokotów, Górny Mokotów, Chocimska',)","('759000',)","('16867',)","('45',)","('2',)","('wtórny',)","('apartamentowiec',)","('2',)","('5',)","('Brak danych',)","('2014',)",pełna własność
"('Oferta prywatna',)","('Bezpośrednio Apartament Lux',)","('Warszawa, Wilanów, ul. Franciszka Klimczaka',)","('960000',)","('12435',)","('77,20',)","('3',)","('wtórny',)","('blok',)","('3',)","('4',)","('cegła',)","('2014',)",Brak danych
"('Oferta prywatna',)","('Studio 40m2 Bemowo | klimatyczne i bardzo widne',)","('Warszawa, Bemowo, dywizjonu 303 127',)","('420000',)","('10500',)","('40',)","('1',)","('wtórny',)","('blok',)","('2',)","('3',)","('żelbet',)","('2008',)",pełna własność
"('Oferta prywatna',)","('Mieszkanie 40 m2 - Metro Dworzec Wileńska',)","('Warszawa, Praga-Północ',)","('450000',)","('11250',)","('40',)","('1',)","('wtórny',)","('kamienica',)","('Brak danych',)","('Brak danych',)","('Brak danych',)","('Brak danych',)",Brak danych
"('Oferta biura nieruchomości',)","('Czteropokojowe, w zieleni, z potencjałem',)","('Warszawa, Ursynów, Dembowskiego',)","('789000',)","('9282',)","('85',)","('4',)","('wtórny',)","('blok',)","('1',)","('4',)","('inne',)","('1979',)",pełna własność
"('Oferta prywatna',)","('56 mkw nowy budynek , Mokotów, 3 km do ""Mordoru""',)","('Warszawa, Mokotów, ul. Bokserska 56',)","('561895',)","('10050',)","('55,91',)","('2',)","('pierwotny',)","('apartamentowiec',)","('1',)","('5',)","('cegła',)","('2020',)",Brak danych
"('Oferta prywatna',)","('Apartament 4 pokojowy Mokotów Pole Mokotowskie',)","('Warszawa, Mokotów, ul. Stanisława Żaryna',)","('1974700',)","('18200',)","('108,50',)","('4',)","('wtórny',)","('apartamentowiec',)","('4',)","('5',)","('Brak danych',)","('2010',)",pełna własność
"('Oferta prywatna',)","('Aaa...mieszkanie przy Filtrach w dobre ręce',)","('Warszawa, Śródmieście, ul. Nowowiejska 28',)","('729000',)","('11215',)","('65',)","('3',)","('wtórny',)","('kamienica',)","('5',)","('5',)","('cegła',)","('1932',)",pełna własność
"('Oferta biura nieruchomości',)","('Rokładowe 2 pokoje na Starej Ochocie',)","('Warszawa, Ochota, Stara Ochota, Grójecka',)","('550000',)","('9966',)","('55,19',)","('2',)","('wtórny',)","('Brak danych',)","('5',)","('6',)","('Brak danych',)","('1950',)",Brak danych
"('Oferta prywatna',)","('Mieszkanie 3-pokojowe, 63m, Bemowo',)","('Warszawa, Bemowo, Górce, ul. Powstańców Śląskich',)","('549000',)","('8714',)","('63',)","('3',)","('wtórny',)","('blok',)","('parter',)","('4',)","('cegła',)","('1999',)",pełna własność
"('Oferta biura nieruchomości',)","('Kawalerka/32m2/Stegny/Katalońska',)","('Warszawa, Mokotów',)","('319000',)","('9969',)","('32',)","('1',)","('wtórny',)","('blok',)","('3',)","('12',)","('wielka płyta',)","('Brak danych',)",pełna własność
"('Oferta biura nieruchomości',)","('Klimatyczne 72m2/Kłobucka/3 pok./Dwa Balkony!!!',)","('Warszawa, Ursynów',)","('719000',)","('9986',)","('72',)","('3',)","('wtórny',)","('blok',)","('5',)","('7',)","('inne',)","('2016',)",pełna własność
"('Oferta prywatna',)","('Bezpośrednio. Mieszkanie 57m2 - Warszawa, Bemowo',)","('Warszawa, Bemowo, ul. Wrocławska',)","('550000',)","('9649',)","('57',)","('2',)","('wtórny',)","('blok',)","('2',)","('4',)","('Brak danych',)","('2000',)",pełna własność
"('Oferta biura nieruchomości',)","('Gotowy apartament w kamienicy - Plac Unii',)","('Warszawa, Mokotów, Tadeusza Boya-Żeleńskiego',)","('1175000',)","('14688',)","('80',)","('3',)","('wtórny',)","('kamienica',)","('4',)","('5',)","('Brak danych',)","('1938',)",pełna własność
"('Oferta biura nieruchomości',)","('Piękne mieszkanie, 63 m2, Nowa Królikarnia',)","('Warszawa, Mokotów',)","('879000',)","('14177',)","('62',)","('3',)","('wtórny',)","('apartamentowiec',)","('2',)","('2',)","('cegła',)","('2019',)",pełna własność
"('Oferta biura nieruchomości',)","('Mieszkanie, 4 pokoje, 76m2, Rembertów, Frontowa !!',)","('Warszawa, Rembertów, ul. Frontowa',)","('420000',)","('5526',)","('76',)","('4',)","('wtórny',)","('blok',)","('1',)","('4',)","('cegła',)","('1985',)",spółdzielcze wł. z KW
"('Oferta biura nieruchomości',)","('3 pok, Surowieckiego, Ursynów, Bardzo Jasne!!!',)","('Warszawa, Ursynów, ul. Wawrzyńca Surowieckiego',)","('649000',)","('8653',)","('75',)","('3',)","('wtórny',)","('blok',)","('1',)","('4',)","('cegła',)","('1998',)",pełna własność
"('Oferta biura nieruchomości',)","('Duża kawalerka, Bielany, 37 m2!!!',)","('Warszawa, Bielany, ul. Wojciecha Bogusławskiego',)","('395000',)","('10676',)","('37',)","('1',)","('wtórny',)","('blok',)","('7',)","('15',)","('cegła',)","('2003',)",pełna własność
"('Oferta biura nieruchomości',)","('3 Pokojowy Apartament 76,70 m2 Na Saskiej Kępie',)","('Warszawa, Praga-Południe, Saska Kępa',)","('875000',)","('11408',)","('76,70',)","('3',)","('wtórny',)","('apartamentowiec',)","('1',)","('4',)","('Brak danych',)","('2001',)",spółdzielcze własnościowe
"('Oferta biura nieruchomości',)","('Żoliborz 2 pok. 37,2m2 po remoncie, metro Marymont',)","('Warszawa, Żoliborz',)","('429000',)","('11532',)","('37,20',)","('2',)","('wtórny',)","('blok',)","('10',)","('11',)","('Brak danych',)","('Brak danych',)",spółdzielcze wł. z KW
"('Oferta prywatna',)","('4 pok przestronne BEZPOŚREDNIO super Drogomilska',)","('Warszawa, Bemowo, ul. Drogomilska',)","('849000',)","('10481',)","('81',)","('4',)","('wtórny',)","('blok',)","('3',)","('5',)","('Brak danych',)","('2010',)",pełna własność
"('Oferta prywatna',)","('Pokój z kuchnią blisko Łazienek',)","('Warszawa, Mokotów, Dolny Mokotów, ul. Sielecka',)","('350000',)","('11986',)","('29,20',)","('1',)","('wtórny',)","('blok',)","('1',)","('3',)","('cegła',)","('1953',)",Brak danych
"('Oferta biura nieruchomości',)","('Pod inwestycję * Metro Płocka * Żytnia * Wolna!',)","('Warszawa, Wola',)","('319000',)","('11815',)","('27',)","('1',)","('wtórny',)","('Brak danych',)","('parter',)","('5',)","('Brak danych',)","('1954',)",Brak danych
"('Oferta prywatna',)","('3 pok mieszkanie 80 m Mokotów - ul. Cybernetyki',)","('Warszawa, Mokotów, ul. Cybernetyki osiedle Mozaika',)","('930000',)","('11625',)","('80',)","('3',)","('wtórny',)","('blok',)","('3',)","('5',)","('Brak danych',)","('2016',)",pełna własność
"('Oferta biura nieruchomości',)","('Mieszkanie, 38 m², Warszawa',)","('Warszawa, Bielany, Piaski, Kochanowskiego',)","('370000',)","('9737',)","('38',)","('2',)","('wtórny',)","('blok',)","('4',)","('4',)","('Brak danych',)","('1970',)",Brak danych
"('Oferta biura nieruchomości',)","('Mieszkanie 70m ul Jadzwinów',)","('Warszawa, Mokotów',)","('800000',)","('11429',)","('70',)","('3',)","('wtórny',)","('blok',)","('5',)","('7',)","('Brak danych',)","('Brak danych',)",pełna własność
"('Oferta prywatna',)","('apartament z ogródkiem- najlepsza lokalizacja',)","('Warszawa, Wesoła, ul. Armii Krajowej',)","('439000',)","('6652',)","('66',)","('3',)","('pierwotny',)","('apartamentowiec',)","('parter',)","('3',)","('cegła',)","('2019',)",pełna własność
"('Oferta biura nieruchomości',)","('Mieszkanie 37m do remontu Al Wojska Polskiego',)","('Warszawa, Żoliborz',)","('410000',)","('11081',)","('37',)","('2',)","('wtórny',)","('blok',)","('9',)","('10',)","('Brak danych',)","('Brak danych',)",pełna własność
"('Oferta biura nieruchomości',)","('Mieszkanie 42m ul Popiełuszki róg Wojska Polskiego',)","('Warszawa, Żoliborz',)","('490000',)","('11667',)","('42',)","('2',)","('wtórny',)","('kamienica',)","('1',)","('Brak danych',)","('cegła',)","('Brak danych',)",pełna własność
"('Oferta biura nieruchomości',)","('Mieszkanie 47m ul Kazimierzowska',)","('Warszawa, Mokotów, Górny Mokotów',)","('559000',)","('11894',)","('47',)","('3',)","('wtórny',)","('kamienica',)","('1',)","('3',)","('cegła',)","('Brak danych',)",pełna własność
seller,title,location,price,price_per_sq,area,rooms,market,building_type,floor,total_floors,material,year_built,ownership_type
"('Oferta biura nieruchomości',)","('4 pokoje, 15 min Centrum, dwa garaże',)","('Warszawa, Praga-Południe, Grochowska',)","('440520',)","('8009',)","('55',)","('4',)","('wtórny',)","('blok',)","('3',)","('5',)","('cegła',)","('2019',)",pełna własność
"('Oferta biura nieruchomości',)","('Duża kawalerka 39 m2 na Zielonej Białołęce.',)","('Warszawa, Białołęka, Skarbka z Gór',)","('285000',)","('7308',)","('39',)","('1',)","('wtórny',)","('blok',)","('1',)","('3',)","('cegła',)","('2008',)",pełna własność
"('Oferta biura nieruchomości',)","('2 pokojowe mieszkanie na ładnym osiedlu',)","('Warszawa, Białołęka, Skarbka z Gór',)","('355000',)","('8637',)","('41,10',)","('2',)","('wtórny',)","('blok',)","('parter',)","('2',)","('Brak danych',)","('2013',)",pełna własność
"('Oferta biura nieruchomości',)","('Ustawne, wygodne 4 pokoje mieszkanie - Białołęka',)","('Warszawa, Białołęka, Skarbka z Gór',)","('464000',)","('6113',)","('75,90',)","('4',)","('wtórny',)","('blok',)","('1',)","('3',)","('cegła',)","('2002',)",pełna własność
"('Oferta prywatna',)","('Piękny apartament na Mokotowie, BEZPOŚREDNIO, 80m',)","('Warszawa, Mokotów, al. Aleja Wyścigowa',)","('960000',)","('11976',)","('80,16',)","('3',)","('wtórny',)","('apartamentowiec',)","('4',)","('11',)","('cegła',)","('2008',)",pełna własność
"('Oferta biura nieruchomości',)","('3 pok. Sadyba, SUPER WIDOK, 0% prowizji',)","('Warszawa, Mokotów, ul. Bonifacego',)","('480000',)","('8466',)","('56,70',)","('3',)","('wtórny',)","('blok',)","('10',)","('10',)","('wielka płyta',)","('1969',)",spółdzielcze własnościowe
